domain,pair,nA,nB,units,input_file,input_sha256,delta1,delta2,delta3,eligible,blocked_reason,stratum,size_quartile,ratio_group,selection_order,plan_order,configuration_id,alpha,method,reuse_path,configuration_json
hurricane,AL091947__AL011953,36,53,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL091947__AL011953.npz,4031a8fd96ff75fa97fa22b47e517942f0d69918d5e7e816aeefb1b31df04589,52.29511935829839,32.915760399141355,1009.5226098832308,True,,Q4_balanced,4,balanced,11,41,hurricane:AL091947__AL011953:a0.5|CPS-2F,0.5,CPS-2F,,"{""domain"": ""hurricane"", ""pair"": ""AL091947__AL011953"", ""case"": ""hurricane:AL091947__AL011953:a0.5"", ""nA"": 36, ""nB"": 53, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 104.59023871659679, ""s_B"": 65.83152079828271, ""delta1"": 52.29511935829839, ""delta2"": 32.915760399141355, ""delta3"": 1009.5226098832308, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL091947__AL011953.npz"", ""method"": ""CPS-2F"", ""diagnostic"": ""final20_41"", ""certificate"": false, ""input_sha256"": ""4031a8fd96ff75fa97fa22b47e517942f0d69918d5e7e816aeefb1b31df04589"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL091947__AL011953:a0.5|CPS-2F""}"
hurricane,AL091947__AL011953,36,53,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL091947__AL011953.npz,4031a8fd96ff75fa97fa22b47e517942f0d69918d5e7e816aeefb1b31df04589,52.29511935829839,32.915760399141355,1009.5226098832308,True,,Q4_balanced,4,balanced,11,42,hurricane:AL091947__AL011953:a0.5|CPS-3F,0.5,CPS-3F,,"{""domain"": ""hurricane"", ""pair"": ""AL091947__AL011953"", ""case"": ""hurricane:AL091947__AL011953:a0.5"", ""nA"": 36, ""nB"": 53, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 104.59023871659679, ""s_B"": 65.83152079828271, ""delta1"": 52.29511935829839, ""delta2"": 32.915760399141355, ""delta3"": 1009.5226098832308, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL091947__AL011953.npz"", ""method"": ""CPS-3F"", ""diagnostic"": ""final20_42"", ""certificate"": false, ""input_sha256"": ""4031a8fd96ff75fa97fa22b47e517942f0d69918d5e7e816aeefb1b31df04589"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL091947__AL011953:a0.5|CPS-3F""}"
hurricane,AL091947__AL011953,36,53,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL091947__AL011953.npz,4031a8fd96ff75fa97fa22b47e517942f0d69918d5e7e816aeefb1b31df04589,52.29511935829839,32.915760399141355,1009.5226098832308,True,,Q4_balanced,4,balanced,11,43,hurricane:AL091947__AL011953:a0.5|Independent continuous,0.5,Independent continuous,,"{""domain"": ""hurricane"", ""pair"": ""AL091947__AL011953"", ""case"": ""hurricane:AL091947__AL011953:a0.5"", ""nA"": 36, ""nB"": 53, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 104.59023871659679, ""s_B"": 65.83152079828271, ""delta1"": 52.29511935829839, ""delta2"": 32.915760399141355, ""delta3"": 1009.5226098832308, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL091947__AL011953.npz"", ""method"": ""Independent continuous"", ""diagnostic"": ""final20_43"", ""certificate"": false, ""input_sha256"": ""4031a8fd96ff75fa97fa22b47e517942f0d69918d5e7e816aeefb1b31df04589"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL091947__AL011953:a0.5|Independent continuous""}"
hurricane,AL091947__AL011953,36,53,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL091947__AL011953.npz,4031a8fd96ff75fa97fa22b47e517942f0d69918d5e7e816aeefb1b31df04589,52.29511935829839,32.915760399141355,1009.5226098832308,True,,Q4_balanced,4,balanced,11,44,hurricane:AL091947__AL011953:a0.5|Independent discrete,0.5,Independent discrete,,"{""domain"": ""hurricane"", ""pair"": ""AL091947__AL011953"", ""case"": ""hurricane:AL091947__AL011953:a0.5"", ""nA"": 36, ""nB"": 53, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 104.59023871659679, ""s_B"": 65.83152079828271, ""delta1"": 52.29511935829839, ""delta2"": 32.915760399141355, ""delta3"": 1009.5226098832308, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL091947__AL011953.npz"", ""method"": ""Independent discrete"", ""diagnostic"": ""final20_44"", ""certificate"": false, ""input_sha256"": ""4031a8fd96ff75fa97fa22b47e517942f0d69918d5e7e816aeefb1b31df04589"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL091947__AL011953:a0.5|Independent discrete""}"
hurricane,EP072011__EP092011,26,50,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP072011__EP092011.npz,713b56e638ff3d937cd45d4d877fd079194042f824e2bf0397f43daf6fc357df,61.390107461780424,38.9242234382456,401.5857984622588,True,,Q4_unequal,4,unequal,12,45,hurricane:EP072011__EP092011:a0.5|CPS-3F,0.5,CPS-3F,,"{""domain"": ""hurricane"", ""pair"": ""EP072011__EP092011"", ""case"": ""hurricane:EP072011__EP092011:a0.5"", ""nA"": 26, ""nB"": 50, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 122.78021492356085, ""s_B"": 77.8484468764912, ""delta1"": 61.390107461780424, ""delta2"": 38.9242234382456, ""delta3"": 401.5857984622588, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP072011__EP092011.npz"", ""method"": ""CPS-3F"", ""diagnostic"": ""final20_45"", ""certificate"": false, ""input_sha256"": ""713b56e638ff3d937cd45d4d877fd079194042f824e2bf0397f43daf6fc357df"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP072011__EP092011:a0.5|CPS-3F""}"
hurricane,EP072011__EP092011,26,50,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP072011__EP092011.npz,713b56e638ff3d937cd45d4d877fd079194042f824e2bf0397f43daf6fc357df,61.390107461780424,38.9242234382456,401.5857984622588,True,,Q4_unequal,4,unequal,12,46,hurricane:EP072011__EP092011:a0.5|Independent continuous,0.5,Independent continuous,,"{""domain"": ""hurricane"", ""pair"": ""EP072011__EP092011"", ""case"": ""hurricane:EP072011__EP092011:a0.5"", ""nA"": 26, ""nB"": 50, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 122.78021492356085, ""s_B"": 77.8484468764912, ""delta1"": 61.390107461780424, ""delta2"": 38.9242234382456, ""delta3"": 401.5857984622588, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP072011__EP092011.npz"", ""method"": ""Independent continuous"", ""diagnostic"": ""final20_46"", ""certificate"": false, ""input_sha256"": ""713b56e638ff3d937cd45d4d877fd079194042f824e2bf0397f43daf6fc357df"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP072011__EP092011:a0.5|Independent continuous""}"
hurricane,EP072011__EP092011,26,50,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP072011__EP092011.npz,713b56e638ff3d937cd45d4d877fd079194042f824e2bf0397f43daf6fc357df,61.390107461780424,38.9242234382456,401.5857984622588,True,,Q4_unequal,4,unequal,12,47,hurricane:EP072011__EP092011:a0.5|Independent discrete,0.5,Independent discrete,,"{""domain"": ""hurricane"", ""pair"": ""EP072011__EP092011"", ""case"": ""hurricane:EP072011__EP092011:a0.5"", ""nA"": 26, ""nB"": 50, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 122.78021492356085, ""s_B"": 77.8484468764912, ""delta1"": 61.390107461780424, ""delta2"": 38.9242234382456, ""delta3"": 401.5857984622588, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP072011__EP092011.npz"", ""method"": ""Independent discrete"", ""diagnostic"": ""final20_47"", ""certificate"": false, ""input_sha256"": ""713b56e638ff3d937cd45d4d877fd079194042f824e2bf0397f43daf6fc357df"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP072011__EP092011:a0.5|Independent discrete""}"
hurricane,EP072011__EP092011,26,50,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP072011__EP092011.npz,713b56e638ff3d937cd45d4d877fd079194042f824e2bf0397f43daf6fc357df,61.390107461780424,38.9242234382456,401.5857984622588,True,,Q4_unequal,4,unequal,12,48,hurricane:EP072011__EP092011:a0.5|CPS-2F,0.5,CPS-2F,,"{""domain"": ""hurricane"", ""pair"": ""EP072011__EP092011"", ""case"": ""hurricane:EP072011__EP092011:a0.5"", ""nA"": 26, ""nB"": 50, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 122.78021492356085, ""s_B"": 77.8484468764912, ""delta1"": 61.390107461780424, ""delta2"": 38.9242234382456, ""delta3"": 401.5857984622588, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP072011__EP092011.npz"", ""method"": ""CPS-2F"", ""diagnostic"": ""final20_48"", ""certificate"": false, ""input_sha256"": ""713b56e638ff3d937cd45d4d877fd079194042f824e2bf0397f43daf6fc357df"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP072011__EP092011:a0.5|CPS-2F""}"
hurricane,AL171980__AL112009,25,31,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL171980__AL112009.npz,5de1fe8932de570845156bf23d5f0b282c1e5938a22df37324c8f517a6fe250f,46.16236679818303,45.7059501167157,581.976309646647,True,,Q1_balanced,1,balanced,13,49,hurricane:AL171980__AL112009:a0.5|Independent continuous,0.5,Independent continuous,,"{""domain"": ""hurricane"", ""pair"": ""AL171980__AL112009"", ""case"": ""hurricane:AL171980__AL112009:a0.5"", ""nA"": 25, ""nB"": 31, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 92.32473359636606, ""s_B"": 91.4119002334314, ""delta1"": 46.16236679818303, ""delta2"": 45.7059501167157, ""delta3"": 581.976309646647, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL171980__AL112009.npz"", ""method"": ""Independent continuous"", ""diagnostic"": ""final20_49"", ""certificate"": false, ""input_sha256"": ""5de1fe8932de570845156bf23d5f0b282c1e5938a22df37324c8f517a6fe250f"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL171980__AL112009:a0.5|Independent continuous""}"
hurricane,AL171980__AL112009,25,31,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL171980__AL112009.npz,5de1fe8932de570845156bf23d5f0b282c1e5938a22df37324c8f517a6fe250f,46.16236679818303,45.7059501167157,581.976309646647,True,,Q1_balanced,1,balanced,13,50,hurricane:AL171980__AL112009:a0.5|Independent discrete,0.5,Independent discrete,,"{""domain"": ""hurricane"", ""pair"": ""AL171980__AL112009"", ""case"": ""hurricane:AL171980__AL112009:a0.5"", ""nA"": 25, ""nB"": 31, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 92.32473359636606, ""s_B"": 91.4119002334314, ""delta1"": 46.16236679818303, ""delta2"": 45.7059501167157, ""delta3"": 581.976309646647, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL171980__AL112009.npz"", ""method"": ""Independent discrete"", ""diagnostic"": ""final20_50"", ""certificate"": false, ""input_sha256"": ""5de1fe8932de570845156bf23d5f0b282c1e5938a22df37324c8f517a6fe250f"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL171980__AL112009:a0.5|Independent discrete""}"
hurricane,AL171980__AL112009,25,31,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL171980__AL112009.npz,5de1fe8932de570845156bf23d5f0b282c1e5938a22df37324c8f517a6fe250f,46.16236679818303,45.7059501167157,581.976309646647,True,,Q1_balanced,1,balanced,13,51,hurricane:AL171980__AL112009:a0.5|CPS-2F,0.5,CPS-2F,,"{""domain"": ""hurricane"", ""pair"": ""AL171980__AL112009"", ""case"": ""hurricane:AL171980__AL112009:a0.5"", ""nA"": 25, ""nB"": 31, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 92.32473359636606, ""s_B"": 91.4119002334314, ""delta1"": 46.16236679818303, ""delta2"": 45.7059501167157, ""delta3"": 581.976309646647, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL171980__AL112009.npz"", ""method"": ""CPS-2F"", ""diagnostic"": ""final20_51"", ""certificate"": false, ""input_sha256"": ""5de1fe8932de570845156bf23d5f0b282c1e5938a22df37324c8f517a6fe250f"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL171980__AL112009:a0.5|CPS-2F""}"
hurricane,AL171980__AL112009,25,31,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL171980__AL112009.npz,5de1fe8932de570845156bf23d5f0b282c1e5938a22df37324c8f517a6fe250f,46.16236679818303,45.7059501167157,581.976309646647,True,,Q1_balanced,1,balanced,13,52,hurricane:AL171980__AL112009:a0.5|CPS-3F,0.5,CPS-3F,,"{""domain"": ""hurricane"", ""pair"": ""AL171980__AL112009"", ""case"": ""hurricane:AL171980__AL112009:a0.5"", ""nA"": 25, ""nB"": 31, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 92.32473359636606, ""s_B"": 91.4119002334314, ""delta1"": 46.16236679818303, ""delta2"": 45.7059501167157, ""delta3"": 581.976309646647, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL171980__AL112009.npz"", ""method"": ""CPS-3F"", ""diagnostic"": ""final20_52"", ""certificate"": false, ""input_sha256"": ""5de1fe8932de570845156bf23d5f0b282c1e5938a22df37324c8f517a6fe250f"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL171980__AL112009:a0.5|CPS-3F""}"
hurricane,AL102008__AL061989,33,36,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL102008__AL061989.npz,03522b5f4b1b9d80013b557a1f4bb0e1c36cd495e0a8eba67de65ca6b2db84e8,55.4905898744148,66.59347000338767,700.5236944883802,True,,Q2_balanced,2,balanced,14,53,hurricane:AL102008__AL061989:a0.5|Independent discrete,0.5,Independent discrete,,"{""domain"": ""hurricane"", ""pair"": ""AL102008__AL061989"", ""case"": ""hurricane:AL102008__AL061989:a0.5"", ""nA"": 33, ""nB"": 36, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 110.9811797488296, ""s_B"": 133.18694000677533, ""delta1"": 55.4905898744148, ""delta2"": 66.59347000338767, ""delta3"": 700.5236944883802, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL102008__AL061989.npz"", ""method"": ""Independent discrete"", ""diagnostic"": ""final20_53"", ""certificate"": false, ""input_sha256"": ""03522b5f4b1b9d80013b557a1f4bb0e1c36cd495e0a8eba67de65ca6b2db84e8"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL102008__AL061989:a0.5|Independent discrete""}"
hurricane,AL102008__AL061989,33,36,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL102008__AL061989.npz,03522b5f4b1b9d80013b557a1f4bb0e1c36cd495e0a8eba67de65ca6b2db84e8,55.4905898744148,66.59347000338767,700.5236944883802,True,,Q2_balanced,2,balanced,14,54,hurricane:AL102008__AL061989:a0.5|CPS-2F,0.5,CPS-2F,,"{""domain"": ""hurricane"", ""pair"": ""AL102008__AL061989"", ""case"": ""hurricane:AL102008__AL061989:a0.5"", ""nA"": 33, ""nB"": 36, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 110.9811797488296, ""s_B"": 133.18694000677533, ""delta1"": 55.4905898744148, ""delta2"": 66.59347000338767, ""delta3"": 700.5236944883802, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL102008__AL061989.npz"", ""method"": ""CPS-2F"", ""diagnostic"": ""final20_54"", ""certificate"": false, ""input_sha256"": ""03522b5f4b1b9d80013b557a1f4bb0e1c36cd495e0a8eba67de65ca6b2db84e8"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL102008__AL061989:a0.5|CPS-2F""}"
hurricane,AL102008__AL061989,33,36,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL102008__AL061989.npz,03522b5f4b1b9d80013b557a1f4bb0e1c36cd495e0a8eba67de65ca6b2db84e8,55.4905898744148,66.59347000338767,700.5236944883802,True,,Q2_balanced,2,balanced,14,55,hurricane:AL102008__AL061989:a0.5|CPS-3F,0.5,CPS-3F,,"{""domain"": ""hurricane"", ""pair"": ""AL102008__AL061989"", ""case"": ""hurricane:AL102008__AL061989:a0.5"", ""nA"": 33, ""nB"": 36, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 110.9811797488296, ""s_B"": 133.18694000677533, ""delta1"": 55.4905898744148, ""delta2"": 66.59347000338767, ""delta3"": 700.5236944883802, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL102008__AL061989.npz"", ""method"": ""CPS-3F"", ""diagnostic"": ""final20_55"", ""certificate"": false, ""input_sha256"": ""03522b5f4b1b9d80013b557a1f4bb0e1c36cd495e0a8eba67de65ca6b2db84e8"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL102008__AL061989:a0.5|CPS-3F""}"
