pair,individuals,domain,basin,nA,nB,eligible,exclusion_reason
EP081965__EP041988,"['EP081965', 'EP041988']",hurricane,pacific,31,30,True,
EP081965__EP091965,"['EP081965', 'EP091965']",hurricane,pacific,31,37,True,
EP081965__EP141990,"['EP081965', 'EP141990']",hurricane,pacific,31,35,True,
EP081965__EP162009,"['EP081965', 'EP162009']",hurricane,pacific,31,30,True,
EP081965__EP171990,"['EP081965', 'EP171990']",hurricane,pacific,31,39,True,
EP081967__EP051995,"['EP081967', 'EP051995']",hurricane,pacific,25,36,True,
EP081967__EP061982,"['EP081967', 'EP061982']",hurricane,pacific,25,32,True,
EP081967__EP061992,"['EP081967', 'EP061992']",hurricane,pacific,25,34,True,
EP081967__EP071971,"['EP081967', 'EP071971']",hurricane,pacific,25,29,True,
EP081967__EP081981,"['EP081967', 'EP081981']",hurricane,pacific,25,29,True,
EP081967__EP081998,"['EP081967', 'EP081998']",hurricane,pacific,25,26,True,
EP081967__EP091995,"['EP081967', 'EP091995']",hurricane,pacific,25,29,True,
EP081967__EP092002,"['EP081967', 'EP092002']",hurricane,pacific,25,26,True,
EP081967__EP101968,"['EP081967', 'EP101968']",hurricane,pacific,25,29,True,
EP081967__EP101980,"['EP081967', 'EP101980']",hurricane,pacific,25,26,True,
EP081967__EP101983,"['EP081967', 'EP101983']",hurricane,pacific,25,31,True,
EP081967__EP101985,"['EP081967', 'EP101985']",hurricane,pacific,25,37,True,
EP081967__EP112004,"['EP081967', 'EP112004']",hurricane,pacific,25,44,True,
EP081967__EP131986,"['EP081967', 'EP131986']",hurricane,pacific,25,28,True,
EP081967__EP141997,"['EP081967', 'EP141997']",hurricane,pacific,25,34,True,
EP081967__EP151989,"['EP081967', 'EP151989']",hurricane,pacific,25,40,True,
EP081967__EP211992,"['EP081967', 'EP211992']",hurricane,pacific,25,40,True,
EP081969__EP062015,"['EP081969', 'EP062015']",hurricane,pacific,27,38,True,
EP081969__EP152009,"['EP081969', 'EP152009']",hurricane,pacific,27,38,True,
EP081972__EP041963,"['EP081972', 'EP041963']",hurricane,pacific,41,39,True,
EP081972__EP112001,"['EP081972', 'EP112001']",hurricane,pacific,41,48,True,
EP081978__EP061982,"['EP081978', 'EP061982']",hurricane,pacific,32,32,True,
EP081978__EP071971,"['EP081978', 'EP071971']",hurricane,pacific,32,29,True,
EP081978__EP071978,"['EP081978', 'EP071978']",hurricane,pacific,32,29,True,
EP081978__EP071990,"['EP081978', 'EP071990']",hurricane,pacific,32,28,True,
EP081978__EP082005,"['EP081978', 'EP082005']",hurricane,pacific,32,34,True,
EP081978__EP091971,"['EP081978', 'EP091971']",hurricane,pacific,32,35,True,
EP081978__EP091976,"['EP081978', 'EP091976']",hurricane,pacific,32,37,True,
EP081978__EP091995,"['EP081978', 'EP091995']",hurricane,pacific,32,29,True,
EP081978__EP092011,"['EP081978', 'EP092011']",hurricane,pacific,32,50,True,
EP081978__EP101980,"['EP081978', 'EP101980']",hurricane,pacific,32,26,True,
EP081978__EP101985,"['EP081978', 'EP101985']",hurricane,pacific,32,37,True,
EP081978__EP111975,"['EP081978', 'EP111975']",hurricane,pacific,32,37,True,
EP081978__EP121968,"['EP081978', 'EP121968']",hurricane,pacific,32,37,True,
EP081978__EP121991,"['EP081978', 'EP121991']",hurricane,pacific,32,46,True,
EP081978__EP131986,"['EP081978', 'EP131986']",hurricane,pacific,32,28,True,
EP081978__EP151985,"['EP081978', 'EP151985']",hurricane,pacific,32,38,True,
EP081978__EP151989,"['EP081978', 'EP151989']",hurricane,pacific,32,40,True,
EP081980__EP021949,"['EP081980', 'EP021949']",hurricane,pacific,30,25,True,
EP081980__EP031984,"['EP081980', 'EP031984']",hurricane,pacific,30,36,True,
EP081980__EP062012,"['EP081980', 'EP062012']",hurricane,pacific,30,40,True,
EP081980__EP071995,"['EP081980', 'EP071995']",hurricane,pacific,30,27,True,
EP081980__EP072007,"['EP081980', 'EP072007']",hurricane,pacific,30,34,True,
EP081980__EP092000,"['EP081980', 'EP092000']",hurricane,pacific,30,25,True,
EP081980__EP111983,"['EP081980', 'EP111983']",hurricane,pacific,30,36,True,
EP081980__EP111995,"['EP081980', 'EP111995']",hurricane,pacific,30,41,True,
EP081980__EP131987,"['EP081980', 'EP131987']",hurricane,pacific,30,29,True,
EP081980__EP152015,"['EP081980', 'EP152015']",hurricane,pacific,30,40,True,
EP081980__EP181989,"['EP081980', 'EP181989']",hurricane,pacific,30,33,True,
EP081980__EP182014,"['EP081980', 'EP182014']",hurricane,pacific,30,36,True,
EP081981__EP071971,"['EP081981', 'EP071971']",hurricane,pacific,29,29,True,
EP081981__EP141991,"['EP081981', 'EP141991']",hurricane,pacific,29,42,True,
EP081981__EP162009,"['EP081981', 'EP162009']",hurricane,pacific,29,30,True,
EP081981__EP211992,"['EP081981', 'EP211992']",hurricane,pacific,29,40,True,
EP081983__EP101986,"['EP081983', 'EP101986']",hurricane,pacific,42,44,True,
EP081987__EP041965,"['EP081987', 'EP041965']",hurricane,pacific,35,31,True,
EP081987__EP072008,"['EP081987', 'EP072008']",hurricane,pacific,35,33,True,
EP081987__EP081990,"['EP081987', 'EP081990']",hurricane,pacific,35,35,True,
EP081987__EP101990,"['EP081987', 'EP101990']",hurricane,pacific,35,38,True,
EP081987__EP151991,"['EP081987', 'EP151991']",hurricane,pacific,35,45,True,
EP081988__EP052011,"['EP081988', 'EP052011']",hurricane,pacific,41,44,True,
EP081988__EP061986,"['EP081988', 'EP061986']",hurricane,pacific,41,38,True,
EP081988__EP111968,"['EP081988', 'EP111968']",hurricane,pacific,41,41,True,
EP081988__EP121970,"['EP081988', 'EP121970']",hurricane,pacific,41,47,True,
EP081988__EP121989,"['EP081988', 'EP121989']",hurricane,pacific,41,45,True,
EP081988__EP161974,"['EP081988', 'EP161974']",hurricane,pacific,41,43,True,
EP081990__EP051960,"['EP081990', 'EP051960']",hurricane,pacific,35,47,True,
EP081990__EP051973,"['EP081990', 'EP051973']",hurricane,pacific,35,27,True,
EP081990__EP052015,"['EP081990', 'EP052015']",hurricane,pacific,35,45,True,
EP081990__EP071972,"['EP081990', 'EP071972']",hurricane,pacific,35,37,True,
EP081990__EP072008,"['EP081990', 'EP072008']",hurricane,pacific,35,33,True,
EP081990__EP091984,"['EP081990', 'EP091984']",hurricane,pacific,35,36,True,
EP081990__EP101990,"['EP081990', 'EP101990']",hurricane,pacific,35,38,True,
EP081990__EP191985,"['EP081990', 'EP191985']",hurricane,pacific,35,37,True,
EP081991__EP011970,"['EP081991', 'EP011970']",hurricane,pacific,28,31,True,
EP081991__EP011973,"['EP081991', 'EP011973']",hurricane,pacific,28,43,True,
EP081991__EP021969,"['EP081991', 'EP021969']",hurricane,pacific,28,33,True,
EP081991__EP041978,"['EP081991', 'EP041978']",hurricane,pacific,28,29,True,
EP081991__EP091998,"['EP081991', 'EP091998']",hurricane,pacific,28,40,True,
EP081991__EP092012,"['EP081991', 'EP092012']",hurricane,pacific,28,47,True,
EP081991__EP191984,"['EP081991', 'EP191984']",hurricane,pacific,28,33,True,
EP081992__EP041971,"['EP081992', 'EP041971']",hurricane,pacific,48,47,True,
EP081992__EP041982,"['EP081992', 'EP041982']",hurricane,pacific,48,62,True,
EP081993__EP032013,"['EP081993', 'EP032013']",hurricane,pacific,56,30,True,
EP081993__EP061968,"['EP081993', 'EP061968']",hurricane,pacific,56,41,True,
EP081993__EP061981,"['EP081993', 'EP061981']",hurricane,pacific,56,27,True,
EP081993__EP081976,"['EP081993', 'EP081976']",hurricane,pacific,56,31,True,
EP081993__EP121989,"['EP081993', 'EP121989']",hurricane,pacific,56,45,True,
EP081995__EP032014,"['EP081995', 'EP032014']",hurricane,pacific,28,41,True,
EP081995__EP112012,"['EP081995', 'EP112012']",hurricane,pacific,28,33,True,
EP081995__EP182014,"['EP081995', 'EP182014']",hurricane,pacific,28,36,True,
EP081996__EP032014,"['EP081996', 'EP032014']",hurricane,pacific,29,41,True,
EP081996__EP111995,"['EP081996', 'EP111995']",hurricane,pacific,29,41,True,
EP081996__EP152005,"['EP081996', 'EP152005']",hurricane,pacific,29,31,True,
EP081996__EP181970,"['EP081996', 'EP181970']",hurricane,pacific,29,29,True,
EP081997__EP041984,"['EP081997', 'EP041984']",hurricane,pacific,33,48,True,
EP081998__EP061992,"['EP081998', 'EP061992']",hurricane,pacific,26,34,True,
EP081998__EP072007,"['EP081998', 'EP072007']",hurricane,pacific,26,34,True,
EP081998__EP092002,"['EP081998', 'EP092002']",hurricane,pacific,26,26,True,
EP081998__EP101968,"['EP081998', 'EP101968']",hurricane,pacific,26,29,True,
EP081998__EP101983,"['EP081998', 'EP101983']",hurricane,pacific,26,31,True,
EP081998__EP141997,"['EP081998', 'EP141997']",hurricane,pacific,26,34,True,
EP081998__EP171994,"['EP081998', 'EP171994']",hurricane,pacific,26,31,True,
EP081999__EP082013,"['EP081999', 'EP082013']",hurricane,pacific,39,41,True,
EP081999__EP101982,"['EP081999', 'EP101982']",hurricane,pacific,39,35,True,
EP081999__EP161990,"['EP081999', 'EP161990']",hurricane,pacific,39,55,True,
EP082005__EP072008,"['EP082005', 'EP072008']",hurricane,pacific,34,33,True,
EP082005__EP091971,"['EP082005', 'EP091971']",hurricane,pacific,34,35,True,
EP082005__EP091976,"['EP082005', 'EP091976']",hurricane,pacific,34,37,True,
EP082008__EP041978,"['EP082008', 'EP041978']",hurricane,pacific,40,29,True,
EP082008__EP051968,"['EP082008', 'EP051968']",hurricane,pacific,40,33,True,
EP082008__EP081976,"['EP082008', 'EP081976']",hurricane,pacific,40,31,True,
EP082008__EP121989,"['EP082008', 'EP121989']",hurricane,pacific,40,45,True,
EP082008__EP161974,"['EP082008', 'EP161974']",hurricane,pacific,40,43,True,
EP082009__EP112005,"['EP082009', 'EP112005']",hurricane,pacific,33,65,True,
EP082012__EP112012,"['EP082012', 'EP112012']",hurricane,pacific,35,33,True,
EP082012__EP142014,"['EP082012', 'EP142014']",hurricane,pacific,35,35,True,
EP082012__EP182014,"['EP082012', 'EP182014']",hurricane,pacific,35,36,True,
EP082013__EP101987,"['EP082013', 'EP101987']",hurricane,pacific,41,34,True,
EP091959__EP041963,"['EP091959', 'EP041963']",hurricane,pacific,31,39,True,
EP091959__EP091993,"['EP091959', 'EP091993']",hurricane,pacific,31,42,True,
EP091965__EP011980,"['EP091965', 'EP011980']",hurricane,pacific,37,28,True,
EP091965__EP061992,"['EP091965', 'EP061992']",hurricane,pacific,37,34,True,
EP091965__EP141990,"['EP091965', 'EP141990']",hurricane,pacific,37,35,True,
EP091965__EP171990,"['EP091965', 'EP171990']",hurricane,pacific,37,39,True,
EP091965__EP191990,"['EP091965', 'EP191990']",hurricane,pacific,37,35,True,
EP091971__EP092011,"['EP091971', 'EP092011']",hurricane,pacific,35,50,True,
EP091971__EP131987,"['EP091971', 'EP131987']",hurricane,pacific,35,29,True,
EP091971__EP151991,"['EP091971', 'EP151991']",hurricane,pacific,35,45,True,
EP091971__EP231990,"['EP091971', 'EP231990']",hurricane,pacific,35,67,True,
EP091972__EP011985,"['EP091972', 'EP011985']",hurricane,pacific,33,27,True,
EP091972__EP032010,"['EP091972', 'EP032010']",hurricane,pacific,33,32,True,
EP091972__EP061982,"['EP091972', 'EP061982']",hurricane,pacific,33,32,True,
EP091972__EP111975,"['EP091972', 'EP111975']",hurricane,pacific,33,37,True,
EP091972__EP112004,"['EP091972', 'EP112004']",hurricane,pacific,33,44,True,
EP091972__EP131986,"['EP091972', 'EP131986']",hurricane,pacific,33,28,True,
EP091972__EP151967,"['EP091972', 'EP151967']",hurricane,pacific,33,27,True,
EP091972__EP191982,"['EP091972', 'EP191982']",hurricane,pacific,33,27,True,
EP091972__EP231990,"['EP091972', 'EP231990']",hurricane,pacific,33,67,True,
EP091975__EP011973,"['EP091975', 'EP011973']",hurricane,pacific,35,43,True,
EP091975__EP031998,"['EP091975', 'EP031998']",hurricane,pacific,35,36,True,
EP091975__EP041965,"['EP091975', 'EP041965']",hurricane,pacific,35,31,True,
EP091975__EP071978,"['EP091975', 'EP071978']",hurricane,pacific,35,29,True,
EP091975__EP081978,"['EP091975', 'EP081978']",hurricane,pacific,35,32,True,
EP091975__EP091971,"['EP091975', 'EP091971']",hurricane,pacific,35,35,True,
EP091975__EP092011,"['EP091975', 'EP092011']",hurricane,pacific,35,50,True,
EP091975__EP151991,"['EP091975', 'EP151991']",hurricane,pacific,35,45,True,
EP091975__EP161970,"['EP091975', 'EP161970']",hurricane,pacific,35,31,True,
EP091975__EP231990,"['EP091975', 'EP231990']",hurricane,pacific,35,67,True,
EP091976__EP091971,"['EP091976', 'EP091971']",hurricane,pacific,37,35,True,
EP091976__EP092011,"['EP091976', 'EP092011']",hurricane,pacific,37,50,True,
EP091982__EP061982,"['EP091982', 'EP061982']",hurricane,pacific,30,32,True,
EP091982__EP141991,"['EP091982', 'EP141991']",hurricane,pacific,30,42,True,
EP091982__EP191990,"['EP091982', 'EP191990']",hurricane,pacific,30,35,True,
EP091984__EP052015,"['EP091984', 'EP052015']",hurricane,pacific,36,45,True,
EP091984__EP071972,"['EP091984', 'EP071972']",hurricane,pacific,36,37,True,
EP091984__EP072008,"['EP091984', 'EP072008']",hurricane,pacific,36,33,True,
EP091984__EP091976,"['EP091984', 'EP091976']",hurricane,pacific,36,37,True,
EP091984__EP101990,"['EP091984', 'EP101990']",hurricane,pacific,36,38,True,
EP091985__CP012003,"['EP091985', 'CP012003']",hurricane,pacific,25,25,True,
EP091985__EP072004,"['EP091985', 'EP072004']",hurricane,pacific,25,27,True,
EP091988__EP032005,"['EP091988', 'EP032005']",hurricane,pacific,36,30,True,
EP091988__EP032011,"['EP091988', 'EP032011']",hurricane,pacific,36,29,True,
EP091988__EP041965,"['EP091988', 'EP041965']",hurricane,pacific,36,31,True,
EP091988__EP042002,"['EP091988', 'EP042002']",hurricane,pacific,36,30,True,
EP091988__EP042010,"['EP091988', 'EP042010']",hurricane,pacific,36,50,True,
EP091988__EP131987,"['EP091988', 'EP131987']",hurricane,pacific,36,29,True,
EP091988__EP151991,"['EP091988', 'EP151991']",hurricane,pacific,36,45,True,
EP091988__EP172014,"['EP091988', 'EP172014']",hurricane,pacific,36,44,True,
EP091988__EP231990,"['EP091988', 'EP231990']",hurricane,pacific,36,67,True,
EP091990__EP041966,"['EP091990', 'EP041966']",hurricane,pacific,47,38,True,
EP091990__EP061981,"['EP091990', 'EP061981']",hurricane,pacific,47,27,True,
EP091991__EP062006,"['EP091991', 'EP062006']",hurricane,pacific,26,41,True,
EP091991__EP142000,"['EP091991', 'EP142000']",hurricane,pacific,26,37,True,
EP091993__EP132009,"['EP091993', 'EP132009']",hurricane,pacific,42,39,True,
EP091995__EP061966,"['EP091995', 'EP061966']",hurricane,pacific,29,43,True,
EP091998__EP092012,"['EP091998', 'EP092012']",hurricane,pacific,40,47,True,
EP091998__EP121991,"['EP091998', 'EP121991']",hurricane,pacific,40,46,True,
EP091998__EP181985,"['EP091998', 'EP181985']",hurricane,pacific,40,46,True,
EP091998__EP191984,"['EP091998', 'EP191984']",hurricane,pacific,40,33,True,
EP092000__EP031984,"['EP092000', 'EP031984']",hurricane,pacific,25,36,True,
EP092000__EP061970,"['EP092000', 'EP061970']",hurricane,pacific,25,29,True,
EP092000__EP072007,"['EP092000', 'EP072007']",hurricane,pacific,25,34,True,
EP092000__EP072012,"['EP092000', 'EP072012']",hurricane,pacific,25,33,True,
EP092000__EP091995,"['EP092000', 'EP091995']",hurricane,pacific,25,29,True,
EP092000__EP101983,"['EP092000', 'EP101983']",hurricane,pacific,25,31,True,
EP092000__EP171994,"['EP092000', 'EP171994']",hurricane,pacific,25,31,True,
EP092000__EP211992,"['EP092000', 'EP211992']",hurricane,pacific,25,40,True,
EP092000__EP212015,"['EP092000', 'EP212015']",hurricane,pacific,25,33,True,
EP092002__EP061992,"['EP092002', 'EP061992']",hurricane,pacific,26,34,True,
EP092002__EP131967,"['EP092002', 'EP131967']",hurricane,pacific,26,33,True,
EP092002__EP171994,"['EP092002', 'EP171994']",hurricane,pacific,26,31,True,
EP092002__EP211992,"['EP092002', 'EP211992']",hurricane,pacific,26,40,True,
EP092005__EP011985,"['EP092005', 'EP011985']",hurricane,pacific,34,27,True,
EP092005__EP032010,"['EP092005', 'EP032010']",hurricane,pacific,34,32,True,
EP092005__EP102008,"['EP092005', 'EP102008']",hurricane,pacific,34,41,True,
EP092006__EP161967,"['EP092006', 'EP161967']",hurricane,pacific,35,55,True,
EP092007__EP102015,"['EP092007', 'EP102015']",hurricane,pacific,32,36,True,
EP092007__EP121984,"['EP092007', 'EP121984']",hurricane,pacific,32,41,True,
EP092007__EP121985,"['EP092007', 'EP121985']",hurricane,pacific,32,42,True,
EP092008__EP071981,"['EP092008', 'EP071981']",hurricane,pacific,41,38,True,
EP092008__EP081997,"['EP092008', 'EP081997']",hurricane,pacific,41,33,True,
EP092008__EP111973,"['EP092008', 'EP111973']",hurricane,pacific,41,39,True,
EP092010__EP011969,"['EP092010', 'EP011969']",hurricane,pacific,30,28,True,
EP092010__EP011976,"['EP092010', 'EP011976']",hurricane,pacific,30,44,True,
EP092010__EP071984,"['EP092010', 'EP071984']",hurricane,pacific,30,30,True,
EP092010__EP171984,"['EP092010', 'EP171984']",hurricane,pacific,30,31,True,
EP092011__EP151991,"['EP092011', 'EP151991']",hurricane,pacific,50,45,True,
EP092013__EP111995,"['EP092013', 'EP111995']",hurricane,pacific,31,41,True,
EP092013__EP142014,"['EP092013', 'EP142014']",hurricane,pacific,31,35,True,
EP092014__EP061988,"['EP092014', 'EP061988']",hurricane,pacific,45,49,True,
EP101958__EP211989,"['EP101958', 'EP211989']",hurricane,pacific,27,46,True,
EP101970__EP021954,"['EP101970', 'EP021954']",hurricane,pacific,25,25,True,
EP101970__EP031984,"['EP101970', 'EP031984']",hurricane,pacific,25,36,True,
EP101970__EP061970,"['EP101970', 'EP061970']",hurricane,pacific,25,29,True,
EP101970__EP071954,"['EP101970', 'EP071954']",hurricane,pacific,25,25,True,
EP101970__EP081954,"['EP101970', 'EP081954']",hurricane,pacific,25,27,True,
EP101970__EP092000,"['EP101970', 'EP092000']",hurricane,pacific,25,25,True,
EP101970__EP122003,"['EP101970', 'EP122003']",hurricane,pacific,25,38,True,
EP101970__EP142005,"['EP101970', 'EP142005']",hurricane,pacific,25,33,True,
EP101970__EP172000,"['EP101970', 'EP172000']",hurricane,pacific,25,32,True,
EP101972__EP022015,"['EP101972', 'EP022015']",hurricane,pacific,29,38,True,
EP101972__EP132003,"['EP101972', 'EP132003']",hurricane,pacific,29,31,True,
EP101972__EP141967,"['EP101972', 'EP141967']",hurricane,pacific,29,37,True,
EP101975__EP011985,"['EP101975', 'EP011985']",hurricane,pacific,31,27,True,
EP101975__EP021969,"['EP101975', 'EP021969']",hurricane,pacific,31,33,True,
EP101975__EP031988,"['EP101975', 'EP031988']",hurricane,pacific,31,28,True,
EP101975__EP041965,"['EP101975', 'EP041965']",hurricane,pacific,31,31,True,
EP101975__EP041983,"['EP101975', 'EP041983']",hurricane,pacific,31,26,True,
EP101975__EP051990,"['EP101975', 'EP051990']",hurricane,pacific,31,26,True,
EP101975__EP061982,"['EP101975', 'EP061982']",hurricane,pacific,31,32,True,
EP101975__EP071973,"['EP101975', 'EP071973']",hurricane,pacific,31,25,True,
EP101975__EP071978,"['EP101975', 'EP071978']",hurricane,pacific,31,29,True,
EP101975__EP091971,"['EP101975', 'EP091971']",hurricane,pacific,31,35,True,
EP101975__EP091972,"['EP101975', 'EP091972']",hurricane,pacific,31,33,True,
EP101975__EP091975,"['EP101975', 'EP091975']",hurricane,pacific,31,35,True,
EP101975__EP091998,"['EP101975', 'EP091998']",hurricane,pacific,31,40,True,
EP101975__EP092011,"['EP101975', 'EP092011']",hurricane,pacific,31,50,True,
EP101975__EP111975,"['EP101975', 'EP111975']",hurricane,pacific,31,37,True,
EP101975__EP112004,"['EP101975', 'EP112004']",hurricane,pacific,31,44,True,
EP101975__EP121991,"['EP101975', 'EP121991']",hurricane,pacific,31,46,True,
EP101975__EP131986,"['EP101975', 'EP131986']",hurricane,pacific,31,28,True,
EP101975__EP151967,"['EP101975', 'EP151967']",hurricane,pacific,31,27,True,
EP101975__EP151989,"['EP101975', 'EP151989']",hurricane,pacific,31,40,True,
EP101975__EP191982,"['EP101975', 'EP191982']",hurricane,pacific,31,27,True,
EP101975__EP231990,"['EP101975', 'EP231990']",hurricane,pacific,31,67,True,
EP101980__EP032004,"['EP101980', 'EP032004']",hurricane,pacific,26,28,True,
EP101980__EP041979,"['EP101980', 'EP041979']",hurricane,pacific,26,27,True,
EP101980__EP042014,"['EP101980', 'EP042014']",hurricane,pacific,26,42,True,
EP101980__EP051995,"['EP101980', 'EP051995']",hurricane,pacific,26,36,True,
EP101980__EP061966,"['EP101980', 'EP061966']",hurricane,pacific,26,43,True,
EP101980__EP061992,"['EP101980', 'EP061992']",hurricane,pacific,26,34,True,
EP101980__EP071971,"['EP101980', 'EP071971']",hurricane,pacific,26,29,True,
EP101980__EP071990,"['EP101980', 'EP071990']",hurricane,pacific,26,28,True,
EP101980__EP091995,"['EP101980', 'EP091995']",hurricane,pacific,26,29,True,
EP101980__EP092000,"['EP101980', 'EP092000']",hurricane,pacific,26,25,True,
EP101980__EP101968,"['EP101980', 'EP101968']",hurricane,pacific,26,29,True,
EP101980__EP101983,"['EP101980', 'EP101983']",hurricane,pacific,26,31,True,
EP101980__EP102002,"['EP101980', 'EP102002']",hurricane,pacific,26,31,True,
EP101980__EP121968,"['EP101980', 'EP121968']",hurricane,pacific,26,37,True,
EP101980__EP131986,"['EP101980', 'EP131986']",hurricane,pacific,26,28,True,
EP101980__EP141997,"['EP101980', 'EP141997']",hurricane,pacific,26,34,True,
EP101980__EP151985,"['EP101980', 'EP151985']",hurricane,pacific,26,38,True,
EP101980__EP171994,"['EP101980', 'EP171994']",hurricane,pacific,26,31,True,
EP101980__EP191982,"['EP101980', 'EP191982']",hurricane,pacific,26,27,True,
EP101980__EP212015,"['EP101980', 'EP212015']",hurricane,pacific,26,33,True,
EP101982__EP051985,"['EP101982', 'EP051985']",hurricane,pacific,35,35,True,
EP101982__EP092007,"['EP101982', 'EP092007']",hurricane,pacific,35,32,True,
EP101982__EP121985,"['EP101982', 'EP121985']",hurricane,pacific,35,42,True,
EP101982__EP161990,"['EP101982', 'EP161990']",hurricane,pacific,35,55,True,
EP101983__EP031990,"['EP101983', 'EP031990']",hurricane,pacific,31,32,True,
EP101983__EP072012,"['EP101983', 'EP072012']",hurricane,pacific,31,33,True,
EP101983__EP131986,"['EP101983', 'EP131986']",hurricane,pacific,31,28,True,
EP101983__EP152007,"['EP101983', 'EP152007']",hurricane,pacific,31,50,True,
EP101983__EP171994,"['EP101983', 'EP171994']",hurricane,pacific,31,31,True,
EP101983__EP212015,"['EP101983', 'EP212015']",hurricane,pacific,31,33,True,
EP101985__EP061982,"['EP101985', 'EP061982']",hurricane,pacific,37,32,True,
EP101985__EP071971,"['EP101985', 'EP071971']",hurricane,pacific,37,29,True,
EP101985__EP101968,"['EP101985', 'EP101968']",hurricane,pacific,37,29,True,
EP101985__EP121991,"['EP101985', 'EP121991']",hurricane,pacific,37,46,True,
EP101985__EP131986,"['EP101985', 'EP131986']",hurricane,pacific,37,28,True,
EP101985__EP151985,"['EP101985', 'EP151985']",hurricane,pacific,37,38,True,
EP101985__EP191982,"['EP101985', 'EP191982']",hurricane,pacific,37,27,True,
EP101989__EP021981,"['EP101989', 'EP021981']",hurricane,pacific,27,25,True,
EP101989__EP061984,"['EP101989', 'EP061984']",hurricane,pacific,27,27,True,
EP101989__EP071995,"['EP101989', 'EP071995']",hurricane,pacific,27,27,True,
EP101989__EP072007,"['EP101989', 'EP072007']",hurricane,pacific,27,34,True,
EP101989__EP081980,"['EP101989', 'EP081980']",hurricane,pacific,27,30,True,
EP101989__EP081995,"['EP101989', 'EP081995']",hurricane,pacific,27,28,True,
EP101989__EP111983,"['EP101989', 'EP111983']",hurricane,pacific,27,36,True,
EP101989__EP111995,"['EP101989', 'EP111995']",hurricane,pacific,27,41,True,
EP101989__EP112012,"['EP101989', 'EP112012']",hurricane,pacific,27,33,True,
EP101989__EP181989,"['EP101989', 'EP181989']",hurricane,pacific,27,33,True,
EP101989__EP182014,"['EP101989', 'EP182014']",hurricane,pacific,27,36,True,
EP102000__EP032010,"['EP102000', 'EP032010']",hurricane,pacific,25,32,True,
EP102000__EP071954,"['EP102000', 'EP071954']",hurricane,pacific,25,25,True,
EP102000__EP071971,"['EP102000', 'EP071971']",hurricane,pacific,25,29,True,
EP102000__EP081954,"['EP102000', 'EP081954']",hurricane,pacific,25,27,True,
EP102000__EP081981,"['EP102000', 'EP081981']",hurricane,pacific,25,29,True,
EP102000__EP211992,"['EP102000', 'EP211992']",hurricane,pacific,25,40,True,
EP102002__EP021981,"['EP102002', 'EP021981']",hurricane,pacific,31,25,True,
EP102002__EP031984,"['EP102002', 'EP031984']",hurricane,pacific,31,36,True,
EP102002__EP032004,"['EP102002', 'EP032004']",hurricane,pacific,31,28,True,
EP102002__EP041979,"['EP102002', 'EP041979']",hurricane,pacific,31,27,True,
EP102002__EP042014,"['EP102002', 'EP042014']",hurricane,pacific,31,42,True,
EP102002__EP071990,"['EP102002', 'EP071990']",hurricane,pacific,31,28,True,
EP102002__EP072007,"['EP102002', 'EP072007']",hurricane,pacific,31,34,True,
EP102002__EP081980,"['EP102002', 'EP081980']",hurricane,pacific,31,30,True,
EP102002__EP081995,"['EP102002', 'EP081995']",hurricane,pacific,31,28,True,
EP102002__EP091995,"['EP102002', 'EP091995']",hurricane,pacific,31,29,True,
EP102002__EP092000,"['EP102002', 'EP092000']",hurricane,pacific,31,25,True,
EP102002__EP111983,"['EP102002', 'EP111983']",hurricane,pacific,31,36,True,
EP102002__EP121968,"['EP102002', 'EP121968']",hurricane,pacific,31,37,True,
EP102002__EP131987,"['EP102002', 'EP131987']",hurricane,pacific,31,29,True,
EP102002__EP141997,"['EP102002', 'EP141997']",hurricane,pacific,31,34,True,
EP102002__EP152001,"['EP102002', 'EP152001']",hurricane,pacific,31,31,True,
EP102002__EP152015,"['EP102002', 'EP152015']",hurricane,pacific,31,40,True,
EP102002__EP171987,"['EP102002', 'EP171987']",hurricane,pacific,31,27,True,
EP102002__EP212015,"['EP102002', 'EP212015']",hurricane,pacific,31,33,True,
EP102004__EP041984,"['EP102004', 'EP041984']",hurricane,pacific,33,48,True,
EP102004__EP061968,"['EP102004', 'EP061968']",hurricane,pacific,33,41,True,
EP102004__EP061997,"['EP102004', 'EP061997']",hurricane,pacific,33,30,True,
EP102004__EP071992,"['EP102004', 'EP071992']",hurricane,pacific,33,42,True,
EP102004__EP111978,"['EP102004', 'EP111978']",hurricane,pacific,33,38,True,
EP102004__EP171985,"['EP102004', 'EP171985']",hurricane,pacific,33,45,True,
EP102006__EP021981,"['EP102006', 'EP021981']",hurricane,pacific,32,25,True,
EP102006__EP031984,"['EP102006', 'EP031984']",hurricane,pacific,32,36,True,
EP102006__EP042002,"['EP102006', 'EP042002']",hurricane,pacific,32,30,True,
EP102006__EP071973,"['EP102006', 'EP071973']",hurricane,pacific,32,25,True,
EP102006__EP071987,"['EP102006', 'EP071987']",hurricane,pacific,32,28,True,
EP102006__EP071990,"['EP102006', 'EP071990']",hurricane,pacific,32,28,True,
EP102006__EP071995,"['EP102006', 'EP071995']",hurricane,pacific,32,27,True,
EP102006__EP072007,"['EP102006', 'EP072007']",hurricane,pacific,32,34,True,
EP102006__EP072012,"['EP102006', 'EP072012']",hurricane,pacific,32,33,True,
EP102006__EP081980,"['EP102006', 'EP081980']",hurricane,pacific,32,30,True,
