curve_A,curve_B,name_A,year_A,name_B,year_B,basin,n_A,n_B,len_A_km,len_B_km,c_cube_A,c_cube_B,c_ball_A,c_ball_B,c_cube_pair,c_ball_pair,frechet_km,discrete_frechet_km,frechet_over_len
EP031975,EP121991,CARLOTTA,1975,JIMENA,1991,pacific,35,46,3223.3,3878.5,2.2725,2.8339,2.0371,2.121,2.8339,2.121,441.0,440.57,0.1368
EP041975,EP011976,DENISE,1975,ANNETTE,1976,pacific,41,44,3430.7,2765.1,3.506,4.5613,3.3506,4.0,4.5613,4.0,441.33,440.64,0.1596
EP051990,EP091972,ELIDA,1990,IVA,1972,pacific,26,33,3108.3,2969.9,2.5768,2.7878,2.0222,2.1127,2.7878,2.1127,441.41,438.8,0.1486
AL031931,AL141933,UNNAMED,1931,UNNAMED,1933,atlantic,34,38,4088.4,4759.0,2.58,2.7187,2.0297,2.0314,2.7187,2.0314,441.49,437.6,0.108
EP071954,EP211992,UNNAMED,1954,SEYMOUR,1992,pacific,25,40,2035.8,2673.6,2.8408,2.8555,2.3824,2.4057,2.8555,2.4057,441.52,439.81,0.2169
EP072011,EP161970,GREG,2011,PATRICIA,1970,pacific,26,31,3069.5,3843.2,2.2809,2.5225,2.0218,2.0684,2.5225,2.0684,441.78,438.84,0.1439
AL011928,AL011852,UNNAMED,1928,UNNAMED,1852,atlantic,46,45,4365.8,5020.5,3.3558,3.5373,2.5811,3.1299,3.5373,3.1299,441.79,440.26,0.1012
EP081978,EP101985,HECTOR,1978,JIMENA,1985,pacific,32,37,3427.7,3442.1,2.6082,2.8299,2.0779,2.0681,2.8299,2.0779,442.14,443.36,0.129
EP102009,EP102014,GUILLERMO,2009,JULIO,2014,pacific,46,65,6324.9,6901.2,2.7425,3.1608,2.3135,2.6648,3.1608,2.6648,442.21,437.46,0.0699
EP021991,EP091982,BLANCA,1991,IVA,1982,pacific,30,30,3089.1,2868.6,2.1791,2.2791,2.0425,2.0641,2.2791,2.0641,442.31,439.56,0.1542
AL051942,AL161978,UNNAMED,1942,GRETA,1978,atlantic,32,26,3535.6,3443.8,2.2072,2.3083,2.0059,2.0602,2.3083,2.0602,442.38,439.17,0.1285
EP061986,EP131991,FRANK,1986,KEVIN,1991,pacific,38,70,5521.7,6098.1,2.573,2.8748,2.0263,2.1759,2.8748,2.1759,442.56,444.45,0.0801
EP101980,EP032004,JAVIER,1980,BLAS,2004,pacific,26,28,2812.3,2945.4,2.6574,2.9286,2.0604,2.4932,2.9286,2.4932,442.8,440.61,0.1575
AL101955,AL071892,JANET,1955,UNNAMED,1892,atlantic,40,45,5298.7,4792.8,2.4452,2.7889,2.036,2.023,2.7889,2.036,442.83,438.46,0.0924
EP081987,EP041965,HILARY,1987,BERNICE,1965,pacific,35,31,3655.6,3270.7,2.6461,2.6861,2.0357,2.071,2.6861,2.071,442.86,439.75,0.1354
EP101975,EP041983,JEWEL,1975,DALILIA,1983,pacific,31,26,3215.6,3053.3,2.332,2.6498,2.0541,2.0481,2.6498,2.0541,443.05,441.9,0.1451
EP161968,EP112006,PAULINE,1968,JOHN,2006,pacific,31,32,2638.5,2828.1,2.8614,2.9029,2.1804,2.1071,2.9029,2.1804,443.09,441.04,0.1679
EP031988,EP071987,CARLOTTA,1988,GREG,1987,pacific,28,28,2785.9,2828.1,2.411,2.6188,2.065,2.1336,2.6188,2.1336,443.12,440.55,0.1591
EP121983,EP091971,LORENA,1983,ILSA,1971,pacific,34,35,2949.9,3497.7,2.3156,2.876,2.0636,2.1304,2.876,2.1304,443.16,440.41,0.1502
EP051995,EP031990,DALILA,1995,CRISTINA,1990,pacific,36,32,2395.2,1859.8,2.7656,3.0752,2.2575,2.4099,3.0752,2.4099,443.27,442.94,0.2383
EP101970,EP092000,JOYCE,1970,GILMA,2000,pacific,25,25,1771.5,2151.0,2.3989,2.8266,2.0277,2.0738,2.8266,2.0738,443.51,441.99,0.2504
EP102006,EP071995,ILEANA,2006,FLOSSIE,1995,pacific,32,27,2634.7,1994.8,2.4888,2.8638,2.0755,2.0764,2.8638,2.0764,444.46,442.63,0.2228
EP102002,EP152001,HERNAN,2002,MANUEL,2001,pacific,31,31,2759.0,2919.0,2.7955,2.9444,2.1277,2.393,2.9444,2.393,444.68,446.86,0.1612
EP081967,EP092002,ILSA,1967,GENEVIEVE,2002,pacific,25,26,2807.9,2291.9,2.6302,2.8155,2.1478,2.1319,2.8155,2.1478,444.69,446.17,0.194
EP051972,EP061992,ESTELLE,1972,ESTELLE,1992,pacific,31,34,3165.3,3046.5,2.9182,2.9778,2.11,2.2551,2.9778,2.2551,444.91,442.33,0.146
EP152001,EP031984,MANUEL,2001,CRISTINA,1984,pacific,31,36,2919.0,2384.8,2.9444,3.018,2.393,2.2487,3.018,2.393,445.12,443.01,0.1866
EP072010,EP092010,ESTELLE,2010,FRANK,2010,pacific,26,30,2065.0,2425.7,2.5798,2.9161,2.3421,2.4849,2.9161,2.4849,445.35,443.67,0.2157
EP111985,EP081978,KEVIN,1985,HECTOR,1978,pacific,36,32,3463.1,3427.7,2.5263,2.6082,2.0471,2.0779,2.6082,2.0779,445.41,442.27,0.1299
EP081998,EP092002,GEORGETTE,1998,GENEVIEVE,2002,pacific,26,26,2484.7,2291.9,2.7905,2.8155,2.0273,2.1319,2.8155,2.1319,445.52,443.55,0.1944
EP031995,EP261992,BARBARA,1995,YOLANDA,1992,pacific,42,28,4513.7,4092.0,2.2179,2.9173,2.014,2.5061,2.9173,2.5061,445.6,441.93,0.1089
AL141933,AL011917,UNNAMED,1933,UNNAMED,1917,atlantic,38,33,4759.0,4454.7,2.7187,2.8545,2.0314,2.0615,2.8545,2.0615,445.71,444.26,0.1001
AL051918,AL041943,UNNAMED,1918,UNNAMED,1943,atlantic,27,36,3574.3,3325.6,2.6677,3.3959,2.1163,3.16,3.3959,3.16,445.74,445.22,0.134
EP042004,EP081965,CELIA,2004,FLORENCE,1965,pacific,30,31,2596.2,2685.9,2.2174,2.4369,2.0446,2.0298,2.4369,2.0446,445.75,443.6,0.1717
AL051958,AL021880,ELLA,1958,UNNAMED,1880,atlantic,35,45,4739.1,5025.2,2.7804,2.8083,2.0502,2.1374,2.8083,2.1374,445.79,441.45,0.0941
EP151982,EP152015,OLIVIA,1982,LINDA,2015,pacific,29,40,3481.5,2904.4,2.7446,4.1596,2.2484,4.0,4.1596,4.0,446.0,445.6,0.1536
EP141997,EP071971,LINDA,1997,GEORGETTE,1971,pacific,34,29,2843.1,3063.9,2.7992,2.8533,2.0408,2.0997,2.8533,2.0997,446.05,448.05,0.1569
EP031968,EP121968,CELESTE,1968,LIZA,1968,pacific,27,37,2831.4,3210.0,2.2915,2.8112,2.0375,2.2138,2.8112,2.2138,446.22,443.6,0.1576
EP131994,EP161990,KRISTY,1994,MARIE,1990,pacific,30,55,4376.1,4374.9,2.0672,2.6101,2.0178,2.1778,2.6101,2.1778,446.28,442.26,0.102
EP151989,EP212015,LORENA,1989,RICK,2015,pacific,40,33,3059.6,2656.5,2.6521,3.0267,2.0831,2.7244,3.0267,2.7244,446.28,450.97,0.168
EP071987,EP121968,GREG,1987,LIZA,1968,pacific,28,37,2828.1,3210.0,2.6188,2.8112,2.1336,2.2138,2.8112,2.2138,446.37,443.76,0.1578
EP072011,EP151991,GREG,2011,MARTY,1991,pacific,26,45,3069.5,3787.0,2.2809,3.5044,2.0218,2.9298,3.5044,2.9298,446.4,443.45,0.1454
EP042006,EP071978,CARLOTTA,2006,GILMA,1978,pacific,33,29,3342.9,3515.2,2.2134,2.737,2.0248,2.2197,2.737,2.2197,446.47,446.23,0.1336
EP022001,EP101981,BARBARA,2001,JOVA,1981,pacific,26,27,3877.3,3972.4,2.3922,2.7009,2.0125,2.1159,2.7009,2.1159,446.47,442.94,0.1151
AL021911,AL052010,UNNAMED,1911,FIVE,2010,atlantic,26,32,1731.8,2334.4,3.041,6.0259,2.3106,5.2972,6.0259,5.2972,446.56,445.56,0.2579
EP021954,EP092005,UNNAMED,1954,IRWIN,2005,pacific,25,34,2034.9,2464.9,2.5259,2.7791,2.0822,2.1019,2.7791,2.1019,446.74,444.95,0.2195
EP212015,EP152007,RICK,2015,KIKO,2007,pacific,33,50,2656.5,3113.0,3.0267,3.8251,2.7244,3.5294,3.8251,3.5294,446.93,446.64,0.1682
EP111975,EP101985,KATRINA,1975,JIMENA,1985,pacific,37,37,3428.8,3442.1,2.8206,2.8299,2.1006,2.0681,2.8299,2.1006,447.01,443.87,0.1304
EP101975,EP041965,JEWEL,1975,BERNICE,1965,pacific,31,31,3215.6,3270.7,2.332,2.6861,2.0541,2.071,2.6861,2.071,447.12,444.05,0.139
EP072007,EP152015,DALILA,2007,LINDA,2015,pacific,34,40,2513.5,2904.4,2.8999,4.1596,2.3392,4.0,4.1596,4.0,447.4,445.33,0.178
EP081978,EP092011,HECTOR,1978,HILARY,2011,pacific,32,50,3427.7,3814.6,2.6082,3.078,2.0779,2.4882,3.078,2.4882,447.43,444.22,0.1305
EP071973,EP102002,GLENDA,1973,HERNAN,2002,pacific,25,31,2916.4,2759.0,2.6344,2.7955,2.1244,2.1277,2.7955,2.1277,447.62,445.23,0.1622
EP062011,EP182015,FERNANDA,2011,NORA,2015,pacific,29,27,3070.1,2634.3,2.6547,2.8547,2.0869,2.1022,2.8547,2.1022,447.85,445.49,0.17
EP041965,EP032005,BERNICE,1965,CALVIN,2005,pacific,31,30,3270.7,3104.8,2.6861,2.7478,2.071,2.3291,2.7478,2.3291,447.86,446.47,0.1442
EP022008,EP191990,BORIS,2008,ODILE,1990,pacific,37,35,3407.0,3292.0,2.6251,4.0465,2.122,3.3713,4.0465,3.3713,447.89,446.91,0.1361
EP141967,EP092013,OLIVIA,1967,IVO,2013,pacific,37,31,2259.8,2188.1,2.9693,4.3133,2.6987,3.5845,4.3133,3.5845,447.94,446.71,0.2047
EP172000,EP072012,OLIVIA,2000,GILMA,2012,pacific,32,33,1858.6,2276.0,2.7196,3.3391,2.0964,2.6973,3.3391,2.6973,448.0,446.38,0.241
EP021999,EP121991,BEATRIZ,1999,JIMENA,1991,pacific,32,46,3468.8,3878.5,2.5217,2.8339,2.0478,2.121,2.8339,2.121,448.03,444.78,0.1292
EP031971,EP031978,CARLOTTA,1971,CARLOTTA,1978,pacific,27,35,3215.9,3463.0,2.8193,2.8311,2.0608,2.1831,2.8311,2.1831,448.04,445.29,0.1393
EP092000,EP072007,GILMA,2000,DALILA,2007,pacific,25,34,2151.0,2513.5,2.8266,2.8999,2.0738,2.3392,2.8999,2.3392,448.11,447.75,0.2083
EP081980,EP031984,HOWARD,1980,CRISTINA,1984,pacific,30,36,2637.3,2384.8,2.8224,3.018,2.0695,2.2487,3.018,2.2487,448.12,446.3,0.1879
EP121989,EP081976,ISMAEL,1989,HYACINTH,1976,pacific,45,31,4643.8,4452.1,2.6377,3.166,2.0802,2.5432,3.166,2.5432,448.68,451.25,0.1008
EP031968,EP102000,CELESTE,1968,HECTOR,2000,pacific,27,25,2831.4,2342.3,2.2915,2.6403,2.0375,2.1366,2.6403,2.1366,448.94,446.76,0.1917
EP211992,EP032004,SEYMOUR,1992,BLAS,2004,pacific,40,28,2673.6,2945.4,2.8555,2.9286,2.4057,2.4932,2.9286,2.4932,449.04,446.97,0.168
EP191968,EP031994,TARA,1968,CARLOTTA,1994,pacific,33,29,3732.7,3133.7,2.4341,2.601,2.0593,2.0157,2.601,2.0593,449.05,446.03,0.1433
EP021983,EP041975,BARBARA,1983,DENISE,1975,pacific,38,41,3112.4,3430.7,3.1154,3.506,2.2504,3.3506,3.506,3.3506,449.06,450.65,0.1443
EP032000,EP031986,CARLOTTA,2000,CELIA,1986,pacific,27,25,2846.7,2592.1,2.6326,2.7874,2.0333,2.0621,2.7874,2.0621,449.18,447.04,0.1733
AL091974,AL032012,BECKY,1974,CHRIS,2012,atlantic,28,31,3847.8,5195.0,2.7348,6.0734,2.1478,5.2153,6.0734,5.2153,449.37,460.07,0.1168
EP021969,EP031978,BERNICE,1969,CARLOTTA,1978,pacific,33,35,3454.0,3463.0,2.6418,2.8311,2.1403,2.1831,2.8311,2.1831,449.62,446.5,0.1302
EP041981,EP071971,DORA,1981,GEORGETTE,1971,pacific,25,29,2550.6,3063.9,2.2209,2.8533,2.0216,2.0997,2.8533,2.0997,449.67,447.36,0.1763
EP081967,EP071971,ILSA,1967,GEORGETTE,1971,pacific,25,29,2807.9,3063.9,2.6302,2.8533,2.1478,2.0997,2.8533,2.1478,449.74,447.36,0.1602
EP091975,EP231990,ILSA,1975,TRUDY,1990,pacific,35,67,3702.5,3867.9,2.4431,6.0575,2.0773,5.801,6.0575,5.801,449.84,447.05,0.1215
EP021981,EP092000,BEATRIZ,1981,GILMA,2000,pacific,25,25,2604.3,2151.0,2.8132,2.8266,2.1105,2.0738,2.8266,2.1105,449.99,448.02,0.2092
EP101975,EP021969,JEWEL,1975,BERNICE,1969,pacific,31,33,3215.6,3454.0,2.332,2.6418,2.0541,2.1403,2.6418,2.1403,450.18,451.07,0.14
EP081978,EP071971,HECTOR,1978,GEORGETTE,1971,pacific,32,29,3427.7,3063.9,2.6082,2.8533,2.0779,2.0997,2.8533,2.0997,450.24,447.38,0.1469
EP051966,EP171990,EILEEN,1966,NORBERT,1990,pacific,25,39,2426.8,2873.0,2.6612,3.2445,2.2814,2.4441,3.2445,2.4441,450.39,448.52,0.1856
EP081987,EP151991,HILARY,1987,MARTY,1991,pacific,35,45,3655.6,3787.0,2.6461,3.5044,2.0357,2.9298,3.5044,2.9298,450.46,451.12,0.1232
EP011976,EP241990,ANNETTE,1976,VANCE,1990,pacific,44,41,2765.1,2560.8,4.5613,5.5842,4.0,4.6126,5.5842,4.6126,450.54,448.7,0.1759
EP101989,EP112012,GIL,1989,KRISTY,2012,pacific,27,33,2425.7,2644.4,2.8082,5.4589,2.0463,4.2784,5.4589,4.2784,450.58,448.65,0.1858
EP102006,EP091971,ILEANA,2006,ILSA,1971,pacific,32,35,2634.7,3497.7,2.4888,2.876,2.0755,2.1304,2.876,2.1304,450.9,448.48,0.1711
EP042011,EP151971,DORA,2011,OLIVIA,1971,pacific,33,45,3489.8,4197.9,2.726,2.9713,2.0708,2.3267,2.9713,2.3267,450.98,447.98,0.1292
EP052011,EP121989,EUGENE,2011,ISMAEL,1989,pacific,44,45,4964.3,4643.8,2.3789,2.6377,2.0682,2.0802,2.6377,2.0802,451.2,452.63,0.0972
EP181984,EP042010,RACHEL,1984,CELIA,2010,pacific,36,50,2561.1,3576.2,2.2594,5.2032,2.0621,4.6541,5.2032,4.6541,451.36,451.19,0.1762
EP041983,EP141997,DALILIA,1983,LINDA,1997,pacific,26,34,3053.3,2843.1,2.6498,2.7992,2.0481,2.0408,2.7992,2.0481,451.44,448.87,0.1588
EP061982,EP092012,FABIO,1982,ILEANA,2012,pacific,32,47,3229.7,4321.6,2.8377,2.9081,2.0413,2.1872,2.9081,2.1872,451.68,448.72,0.1399
EP031986,EP021984,CELIA,1986,BORIS,1984,pacific,25,82,2592.1,3497.3,2.7874,5.3132,2.0621,4.6325,5.3132,4.6325,451.69,450.56,0.1743
EP081980,EP131987,HOWARD,1980,MAX,1987,pacific,30,29,2637.3,2973.4,2.8224,2.9343,2.0695,2.1027,2.9343,2.1027,451.86,449.64,0.1713
EP111954,EP011976,UNNAMED,1954,ANNETTE,1976,pacific,25,44,3004.4,2765.1,2.4601,4.5613,2.0571,4.0,4.5613,4.0,452.02,449.81,0.1635
EP102004,EP071992,GEORGETTE,2004,FRANK,1992,pacific,33,42,4364.6,4585.7,2.4515,2.7802,2.0278,2.2598,2.7802,2.2598,452.02,448.21,0.1036
EP122003,EP132012,LINDA,2003,MIRIAM,2012,pacific,38,44,1942.6,2548.0,3.0414,5.9554,2.4099,5.1072,5.9554,5.1072,452.05,451.78,0.2327
EP101982,EP051985,JOHN,1982,ENRIQUE,1985,pacific,35,35,4162.5,3860.6,2.324,2.3631,2.0184,2.0977,2.3631,2.0977,452.27,448.67,0.1172
EP181970,EP152005,SELMA,1970,OTIS,2005,pacific,29,31,1775.3,1807.8,3.8382,4.9107,3.6881,4.023,4.9107,4.023,452.79,452.8,0.255
EP022008,EP031978,BORIS,2008,CARLOTTA,1978,pacific,37,35,3407.0,3463.0,2.6251,2.8311,2.122,2.1831,2.8311,2.1831,453.03,450.11,0.133
EP121983,EP071987,LORENA,1983,GREG,1987,pacific,34,28,2949.9,2828.1,2.3156,2.6188,2.0636,2.1336,2.6188,2.1336,453.11,450.61,0.1602
EP081965,EP171990,FLORENCE,1965,NORBERT,1990,pacific,31,39,2685.9,2873.0,2.4369,3.2445,2.0298,2.4441,3.2445,2.4441,453.37,451.03,0.1688
EP081996,EP152005,ELIDA,1996,OTIS,2005,pacific,29,31,1737.1,1807.8,3.2483,4.9107,2.5362,4.023,4.9107,4.023,453.57,452.34,0.2611
EP051990,EP111975,ELIDA,1990,KATRINA,1975,pacific,26,37,3108.3,3428.8,2.5768,2.8206,2.0222,2.1006,2.8206,2.1006,453.63,450.81,0.1459
EP071990,EP091971,FAUSTO,1990,ILSA,1971,pacific,28,35,2874.0,3497.7,2.8029,2.876,2.0342,2.1304,2.876,2.1304,453.68,450.94,0.1579
EP071992,EP061997,FRANK,1992,DOLORES,1997,pacific,42,30,4585.7,4000.0,2.7802,2.7788,2.2598,2.0358,2.7802,2.2598,453.71,449.99,0.1134
EP171987,EP212015,RAMON,1987,RICK,2015,pacific,27,33,2340.8,2656.5,2.8043,3.0267,2.0879,2.7244,3.0267,2.7244,453.8,451.81,0.1939
AL031910,AL131967,UNNAMED,1910,BEULAH,1967,atlantic,44,70,4569.1,5397.3,2.8377,3.5721,2.0422,2.88,3.5721,2.88,453.88,451.63,0.0993
EP061970,EP122003,GRETCHEN,1970,LINDA,2003,pacific,29,38,1593.8,1942.6,2.8371,3.0414,2.2234,2.4099,3.0414,2.4099,453.92,453.5,0.2848
EP121988,EP101986,LANE,1988,JAVIER,1986,pacific,38,44,4613.8,4825.6,2.3311,3.088,2.0376,2.2485,3.088,2.2485,454.0,451.88,0.0984
EP141970,EP141987,NORMA,1970,NORMA,1987,pacific,25,25,1903.1,1383.8,2.7682,2.7957,2.253,2.2892,2.7957,2.2892,454.08,453.14,0.3281
EP111993,EP091988,JOVA,1993,IVA,1988,pacific,32,36,2920.1,3148.6,2.2906,2.5953,2.0346,2.1418,2.5953,2.1418,454.13,451.72,0.1555
EP081967,EP101983,ILSA,1967,JULIETTE,1983,pacific,25,31,2807.9,2490.7,2.6302,3.016,2.1478,2.2648,3.016,2.2648,454.21,451.98,0.1824
AL081934,AL031901,UNNAMED,1934,UNNAMED,1901,atlantic,29,42,3425.4,4809.7,3.1619,4.3548,2.3964,4.0898,4.3548,4.0898,454.22,451.38,0.1326
EP081988,EP061986,HECTOR,1988,FRANK,1986,pacific,41,38,5063.3,5521.7,2.3108,2.573,2.0445,2.0263,2.573,2.0445,454.43,456.41,0.0897
EP131990,EP121989,JULIO,1990,ISMAEL,1989,pacific,32,45,4291.8,4643.8,2.1848,2.6377,2.0464,2.0802,2.6377,2.0802,454.49,453.16,0.1059
AL041872,AL091995,UNNAMED,1872,HUMBERTO,1995,atlantic,28,41,4516.1,4554.3,2.806,2.8696,2.2896,2.2799,2.8696,2.2896,454.53,453.4,0.1006
EP071973,EP171987,GLENDA,1973,RAMON,1987,pacific,25,27,2916.4,2340.8,2.6344,2.8043,2.1244,2.0879,2.8043,2.1244,454.58,455.46,0.1942
EP081967,EP211992,ILSA,1967,SEYMOUR,1992,pacific,25,40,2807.9,2673.6,2.6302,2.8555,2.1478,2.4057,2.8555,2.4057,454.84,453.88,0.1701
EP101975,EP231990,JEWEL,1975,TRUDY,1990,pacific,31,67,3215.6,3867.9,2.332,6.0575,2.0541,5.801,6.0575,5.801,454.91,452.11,0.1415
EP131985,EP151985,MARTY,1985,OLAF,1985,pacific,29,38,2793.0,3777.1,2.6219,2.9436,2.0863,2.377,2.9436,2.377,455.14,452.6,0.163
EP141997,EP212015,LINDA,1997,RICK,2015,pacific,34,33,2843.1,2656.5,2.7992,3.0267,2.0408,2.7244,3.0267,2.7244,455.22,457.18,0.1714
AL041924,AL051940,UNNAMED,1924,UNNAMED,1940,atlantic,48,49,7094.3,7443.0,3.1465,3.4011,2.3178,2.4953,3.4011,2.4953,455.27,456.63,0.0642
EP062006,EP142000,EMILIA,2006,LANE,2000,pacific,41,37,3547.6,3772.5,3.0499,5.0759,2.4644,4.4128,5.0759,4.4128,455.46,457.58,0.1284
AL041944,AL021960,UNNAMED,1944,ABBY,1960,atlantic,32,34,4307.1,4774.5,2.5154,2.6518,2.0442,2.0502,2.6518,2.0502,455.54,459.5,0.1058
EP111983,EP112012,KIKO,1983,KRISTY,2012,pacific,36,33,2531.4,2644.4,2.8347,5.4589,2.0963,4.2784,5.4589,4.2784,455.81,453.81,0.1801
EP071973,EP051973,GLENDA,1973,EMILY,1973,pacific,25,27,2916.4,3038.9,2.6344,2.8746,2.1244,2.0982,2.8746,2.1244,456.24,453.7,0.1564
EP041983,EP071978,DALILIA,1983,GILMA,1978,pacific,26,29,3053.3,3515.2,2.6498,2.737,2.0481,2.2197,2.737,2.2197,456.29,455.9,0.1494
EP041978,EP121989,DANIEL,1978,ISMAEL,1989,pacific,29,45,4135.6,4643.8,2.4797,2.6377,2.0329,2.0802,2.6377,2.0802,456.36,452.56,0.1103
EP121968,EP111975,LIZA,1968,KATRINA,1975,pacific,37,37,3210.0,3428.8,2.8112,2.8206,2.2138,2.1006,2.8206,2.2138,456.38,455.22,0.1422
EP101980,EP171994,JAVIER,1980,OLIVIA,1994,pacific,26,31,2812.3,2470.6,2.6574,4.5709,2.0604,4.095,4.5709,4.095,456.52,454.63,0.1848
EP151990,EP121989,LOWELL,1990,ISMAEL,1989,pacific,36,45,4377.3,4643.8,2.2636,2.6377,2.0759,2.0802,2.6377,2.0802,456.64,452.48,0.1043
EP071995,EP031949,FLOSSIE,1995,UNNAMED,1949,pacific,27,25,1994.8,1751.1,2.8638,4.2162,2.0764,3.8278,4.2162,3.8278,456.68,455.21,0.2608
AL061915,AL102002,UNNAMED,1915,ISIDORE,2002,atlantic,42,55,5646.7,6584.1,2.9134,4.6892,2.2993,4.2414,4.6892,4.2414,456.68,456.55,0.0809
EP162003,EP012001,PATRICIA,2003,ADOLPH,2001,pacific,25,29,1817.2,1716.0,2.8272,4.4047,2.093,3.95,4.4047,3.95,456.79,457.31,0.2662
EP022012,EP212014,BUD,2012,VANCE,2014,pacific,25,27,2039.8,2503.4,2.9769,3.6423,2.4497,3.1069,3.6423,3.1069,456.88,456.4,0.224
EP102002,EP131987,HERNAN,2002,MAX,1987,pacific,31,29,2759.0,2973.4,2.7955,2.9343,2.1277,2.1027,2.9343,2.1277,456.96,461.15,0.1656
EP031959,EP152009,UNNAMED,1959,LINDA,2009,pacific,25,38,2650.9,2032.4,2.8315,3.322,2.0621,2.5784,3.322,2.5784,456.99,455.34,0.2249
EP131974,EP041953,MAGGIE,1974,UNNAMED,1953,pacific,27,25,1971.7,1778.2,2.7761,2.8063,2.0592,2.0843,2.8063,2.0843,457.27,456.69,0.2572
EP081990,EP051960,GENEVIEVE,1990,ESTELLE,1960,pacific,35,47,3670.2,4196.9,2.6803,3.0974,2.0591,2.4853,3.0974,2.4853,457.32,456.31,0.1246
EP021981,EP131987,BEATRIZ,1981,MAX,1987,pacific,25,29,2604.3,2973.4,2.8132,2.9343,2.1105,2.1027,2.9343,2.1105,457.37,455.11,0.1756
EP141997,EP111975,LINDA,1997,KATRINA,1975,pacific,34,37,2843.1,3428.8,2.7992,2.8206,2.0408,2.1006,2.8206,2.1006,457.93,455.25,0.1611
EP031990,EP072012,CRISTINA,1990,GILMA,2012,pacific,32,33,1859.8,2276.0,3.0752,3.3391,2.4099,2.6973,3.3391,2.6973,457.95,456.36,0.2462
EP072011,EP071973,GREG,2011,GLENDA,1973,pacific,26,25,3069.5,2916.4,2.2809,2.6344,2.0218,2.1244,2.6344,2.1244,458.04,457.62,0.1571
EP081990,EP071972,GENEVIEVE,1990,GWEN,1972,pacific,35,37,3670.2,3423.8,2.6803,2.8603,2.0591,2.1205,2.8603,2.1205,458.05,455.1,0.1338
EP031988,EP051995,CARLOTTA,1988,DALILA,1995,pacific,28,36,2785.9,2395.2,2.411,2.7656,2.065,2.2575,2.7656,2.2575,458.08,456.01,0.1912
EP131985,EP081998,MARTY,1985,GEORGETTE,1998,pacific,29,26,2793.0,2484.7,2.6219,2.7905,2.0863,2.0273,2.7905,2.0863,458.29,456.17,0.1844
EP082012,EP182014,HECTOR,2012,RACHEL,2014,pacific,35,36,1887.5,2266.9,4.5223,5.7717,3.8648,5.3855,5.7717,5.3855,458.64,457.38,0.243
EP161968,EP152008,PAULINE,1968,NORBERT,2008,pacific,31,38,2638.5,3055.0,2.8614,2.9089,2.1804,2.3288,2.9089,2.3288,458.76,459.3,0.1739
EP141997,EP042014,LINDA,1997,DOUGLAS,2014,pacific,34,42,2843.1,2709.5,2.7992,2.861,2.0408,2.0793,2.861,2.0793,458.84,456.77,0.1693
EP161970,EP071978,PATRICIA,1970,GILMA,1978,pacific,31,29,3843.2,3515.2,2.5225,2.737,2.0684,2.2197,2.737,2.2197,458.97,455.86,0.1306
EP151967,EP032010,PRISCILLA,1967,BLAS,2010,pacific,27,32,2883.9,2421.7,2.7901,6.4983,2.0918,5.883,6.4983,5.883,458.99,456.84,0.1895
EP102000,EP081954,HECTOR,2000,UNNAMED,1954,pacific,25,27,2342.3,2334.9,2.6403,2.7349,2.1366,2.1917,2.7349,2.1917,459.09,457.02,0.1966
EP112007,EP152014,HENRIETTE,2007,ODILE,2014,pacific,30,37,2676.4,2674.4,2.6406,2.7771,2.103,2.2596,2.7771,2.2596,459.13,456.98,0.1717
EP131985,EP092002,MARTY,1985,GENEVIEVE,2002,pacific,29,26,2793.0,2291.9,2.6219,2.8155,2.0863,2.1319,2.8155,2.1319,459.33,457.35,0.2004
EP102006,EP152015,ILEANA,2006,LINDA,2015,pacific,32,40,2634.7,2904.4,2.4888,4.1596,2.0755,4.0,4.1596,4.0,459.44,457.13,0.1744
EP052006,EP071991,DANIEL,2006,FEFA,1991,pacific,48,40,4827.5,5258.9,2.3301,2.5033,2.0343,2.0224,2.5033,2.0343,459.51,456.99,0.0952
EP031988,EP031994,CARLOTTA,1988,CARLOTTA,1994,pacific,28,29,2785.9,3133.7,2.411,2.601,2.065,2.0157,2.601,2.065,459.54,456.92,0.165
EP072010,EP011976,ESTELLE,2010,ANNETTE,1976,pacific,26,44,2065.0,2765.1,2.5798,4.5613,2.3421,4.0,4.5613,4.0,459.74,458.01,0.2226
EP092005,EP011985,IRWIN,2005,ANDRES,1985,pacific,34,27,2464.9,3111.4,2.7791,2.8576,2.1019,2.3069,2.8576,2.3069,459.85,457.6,0.1866
EP071978,EP091972,GILMA,1978,IVA,1972,pacific,29,33,3515.2,2969.9,2.737,2.7878,2.2197,2.1127,2.7878,2.2197,460.11,457.46,0.1549
AL031883,AL011910,UNNAMED,1883,UNNAMED,1910,atlantic,39,27,4141.8,3792.6,2.7729,2.8,2.086,2.1252,2.8,2.1252,460.12,457.55,0.1213
EP091984,EP101990,ISELLE,1984,ISELLE,1990,pacific,36,38,3422.5,3312.3,2.8124,3.3338,2.0841,2.8177,3.3338,2.8177,460.12,457.18,0.1389
EP091988,EP151991,IVA,1988,MARTY,1991,pacific,36,45,3148.6,3787.0,2.5953,3.5044,2.1418,2.9298,3.5044,2.9298,460.3,457.58,0.1462
EP051973,EP041975,EMILY,1973,DENISE,1975,pacific,27,41,3038.9,3430.7,2.8746,3.506,2.0982,3.3506,3.506,3.3506,460.33,459.2,0.1515
